person_id,first_name,last_name,birthdate,height,weight,jersey,position,team_id,full_name,height_cm
203114,Khris,Middleton,1991-08-12,6-7,222,22,Forward,1610612749,Khris Middleton,200.7
1629003,Shake,Milton,1996-09-26,6-5,205,18,Guard-Forward,1610612755,Shake Milton,195.6
1631169,Josh,Minott,2002-11-25,6-8,205,8,Forward,1610612750,Josh Minott,203.2
1630558,Davion,Mitchell,1998-09-05,6-0,202,15,Guard,1610612758,Davion Mitchell,182.9
1628378,Donovan,Mitchell,1996-09-07,6-1,215,45,Guard,1610612739,Donovan Mitchell,185.4
1630596,Evan,Mobley,2001-06-18,6-11,215,4,Center,1610612739,Evan Mobley,210.8
1630600,Isaiah,Mobley,1999-09-24,6-8,238,15,Forward,1610612739,Isaiah Mobley,203.2
1628370,Malik,Monk,1998-02-04,6-3,200,0,Guard,1610612758,Malik Monk,190.5
1630541,Moses,Moody,2002-05-31,6-5,211,4,Guard,1610612744,Moses Moody,195.6
1629875,Xavier,Moon,1995-01-02,6-0,165,15,Guard,1610612746,Xavier Moon,182.9
1631111,Wendell,Moore Jr.,2001-09-18,6-5,215,7,Guard,1610612750,Wendell Moore Jr.,195.6
1629630,Ja,Morant,1999-08-01,6-2,174,12,Guard,1610612763,Ja Morant,188.0
202693,Markieff,Morris,1989-09-02,6-9,245,13,Forward,1610612742,Markieff Morris,205.7
1628420,Monte,Morris,1995-06-27,6-2,183,22,Guard,1610612764,Monte Morris,188.0
1630530,Trey,Murphy III,2000-06-18,6-8,206,25,Forward,1610612740,Trey Murphy III,203.2
1627749,Dejounte,Murray,1996-09-19,6-5,180,5,Guard,1610612737,Dejounte Murray,195.6
1627750,Jamal,Murray,1997-02-23,6-4,215,27,Guard,1610612743,Jamal Murray,193.0
1631099,Keegan,Murray,2000-08-19,6-8,225,13,Forward,1610612758,Keegan Murray,203.2
203488,Mike,Muscala,1991-07-01,6-11,240,57,Forward-Center,1610612764,Mike Muscala,210.8
1629004,Svi,Mykhailiuk,1997-06-01,6-7,205,17,Guard-Forward,1610612766,Svi Mykhailiuk,200.7
1626204,Larry,Nance Jr.,1993-01-01,6-8,245,22,Forward-Center,1610612740,Larry Nance Jr.,203.2
1630174,Aaron,Nesmith,1999-10-16,6-5,215,23,Guard-Forward,1610612754,Aaron Nesmith,195.6
203526,Raul,Neto,1992-05-19,6-2,180,19,Guard,1610612739,Raul Neto,188.0
1627777,Georges,Niang,1993-06-17,6-7,230,20,Forward,1610612755,Georges Niang,200.7
1630192,Zeke,Nnaji,2001-01-09,6-9,240,22,Forward-Center,1610612743,Zeke Nnaji,205.7
1629669,Jaylen,Nowell,1999-07-09,6-4,201,4,Guard,1610612750,Jaylen Nowell,193.0
1628373,Frank,Ntilikina,1998-07-28,6-4,200,21,Guard,1610612742,Frank Ntilikina,193.0
1629134,Kendrick,Nunn,1995-08-03,6-3,190,20,Guard,1610612764,Kendrick Nunn,190.5
203994,Jusuf,Nurkic,1994-08-23,7-0,290,27,Center,1610612757,Jusuf Nurkic,213.4
1629670,Jordan,Nwora,1998-09-09,6-9,225,13,Forward,1610612754,Jordan Nwora,205.7
1626220,Royce,O'Neale,1993-06-05,6-6,226,0,Forward,1610612751,Royce O'Neale,198.1
1629006,Josh,Okogie,1998-09-01,6-4,213,2,Guard,1610612756,Josh Okogie,193.0
1630168,Onyeka,Okongwu,2000-12-11,6-9,240,17,Forward-Center,1610612737,Onyeka Okongwu,205.7
1630171,Isaac,Okoro,2001-01-26,6-5,225,35,Forward-Guard,1610612739,Isaac Okoro,195.6
203506,Victor,Oladipo,1992-05-04,6-3,213,4,Guard,1610612748,Victor Oladipo,190.5
203482,Kelly,Olynyk,1991-04-19,6-11,240,41,Forward-Center,1610612762,Kelly Olynyk,210.8
1626224,Cedi,Osman,1995-04-08,6-7,230,16,Forward,1610612739,Cedi Osman,200.7
1626162,Kelly,Oubre Jr.,1995-12-09,6-6,203,12,Forward-Guard,1610612766,Kelly Oubre Jr.,198.1
101108,Chris,Paul,1985-05-06,6-0,175,3,Guard,1610612764,Chris Paul,182.9
1626166,Cameron,Payne,1994-08-08,6-1,183,15,Guard,1610612756,Cameron Payne,185.4
1627780,Gary,Payton II,1992-12-01,6-2,195,8,Guard,1610612744,Gary Payton II,188.0
1629033,Theo,Pinson,1995-11-05,6-7,212,1,Guard-Forward,1610612742,Theo Pinson,200.7
203486,Mason,Plumlee,1990-03-05,7-0,254,44,Forward-Center,1610612746,Mason Plumlee,213.4
1627751,Jakob,Poeltl,1995-10-15,7-1,245,19,Center,1610612761,Jakob Poeltl,215.9
1630197,Aleksej,Pokusevski,2001-12-26,7-0,210,17,Forward,1610612760,Aleksej Pokusevski,213.4
1629673,Jordan,Poole,1999-06-19,6-4,194,3,Guard,1610612744,Jordan Poole,193.0
1629645,Kevin,Porter Jr.,2000-05-04,6-4,203,3,Guard-Forward,1610612745,Kevin Porter Jr.,193.0
203490,Otto,Porter Jr.,1993-06-03,6-8,198,32,Forward,1610612761,Otto Porter Jr.,203.2
1626171,Bobby,Portis,1995-02-01,6-11,250,9,Forward,1610612749,Bobby Portis,210.8
204001,Kristaps,Porzingis,1995-08-02,7-3,240,6,Forward-Center,1610612738,Kristaps Porzingis,221.0
1630695,Micah,Potter,1998-04-06,6-8,248,25,Center,1610612762,Micah Potter,203.2
1626181,Norman,Powell,1993-05-25,6-4,215,24,Guard,1610612746,Norman Powell,193.0
1630554,Jason,Preston,1999-08-01,6-3,181,17,Guard,1610612746,Jason Preston,190.5
1630202,Payton,Pritchard,1998-01-28,6-1,195,11,Guard,1610612738,Payton Pritchard,185.4
1629674,Neemias,Queta,1999-07-13,7-0,248,88,Center,1610612758,Neemias Queta,213.4
1630193,Immanuel,Quickley,1999-06-17,6-2,190,5,Guard,1610612752,Immanuel Quickley,188.0
1631311,Lester,Quinones,2000-11-16,6-4,208,25,Guard,1610612744,Lester Quinones,193.0
1630559,Austin,Reaves,1998-05-29,6-5,197,15,Guard,1610612747,Austin Reaves,195.6
1629629,Cam,Reddish,1999-09-01,6-7,217,5,Forward-Guard,1610612757,Cam Reddish,200.7
1629675,Naz,Reid,1999-08-26,6-9,264,11,Center-Forward,1610612750,Naz Reid,205.7
1630208,Nick,Richards,1997-11-29,7-0,245,4,Center,1610612766,Nick Richards,213.4
1626196,Josh,Richardson,1993-09-15,6-6,200,2,Guard,1610612748,Josh Richardson,198.1
203085,Austin,Rivers,1992-08-01,6-4,200,25,Guard,1610612750,Austin Rivers,193.0
1629130,Duncan,Robinson,1994-04-22,6-7,215,55,Forward,1610612748,Duncan Robinson,200.7
1629011,Mitchell,Robinson,1998-04-01,7-0,240,23,Center-Forward,1610612752,Mitchell Robinson,213.4
1631115,Orlando,Robinson,2000-07-01,6-10,235,25,Center,1610612748,Orlando Robinson,208.3
1630526,Jeremiah,Robinson-Earl,2000-11-03,6-8,240,50,Forward,1610612760,Jeremiah Robinson-Earl,203.2
1629676,Isaiah,Roby,1998-02-03,6-8,230,18,Forward,1610612752,Isaiah Roby,203.2
1631223,David,Roddy,2001-03-27,6-4,255,27,Forward,1610612763,David Roddy,193.0
1631157,Ryan,Rollins,2002-07-03,6-3,180,2,Guard,1610612744,Ryan Rollins,190.5
203082,Terrence,Ross,1991-02-05,6-7,206,8,Guard-Forward,1610612756,Terrence Ross,200.7
1626179,Terry,Rozier,1994-03-17,6-1,190,3,Guard,1610612766,Terry Rozier,185.4
1626156,D'Angelo,Russell,1996-02-23,6-4,193,1,Guard,1610612747,D'Angelo Russell,193.0
1627734,Domantas,Sabonis,1996-05-03,7-1,240,10,Forward-Center,1610612758,Domantas Sabonis,215.9
1629677,Luka,Samanic,2000-01-09,6-10,227,19,Forward,1610612762,Luka Samanic,208.3
203967,Dario,Saric,1994-04-08,6-10,225,9,Forward-Center,1610612760,Dario Saric,208.3
1630846,Olivier,Sarr,1999-02-02,6-11,240,30,Center,1610612760,Olivier Sarr,210.8
1629678,Admiral,Schofield,1997-03-03,6-5,241,25,Forward,1610612753,Admiral Schofield,195.6
203471,Dennis,Schroder,1993-09-15,6-1,172,17,Guard,1610612747,Dennis Schroder,185.4
1631220,Dereon,Seabron,2000-05-26,6-5,180,0,Guard,1610612740,Dereon Seabron,195.6
1630578,Alperen,Sengun,2002-07-25,6-11,243,28,Center,1610612745,Alperen Sengun,210.8
1629013,Landry,Shamet,1997-03-13,6-4,190,14,Guard,1610612764,Landry Shamet,193.0
1631101,Shaedon,Sharpe,2003-05-03,6-5,200,17,Guard,1610612757,Shaedon Sharpe,195.6
1627783,Pascal,Siakam,1994-04-02,6-8,230,43,Forward,1610612761,Pascal Siakam,203.2
1627732,Ben,Simmons,1996-07-02,6-10,240,10,Guard-Forward,1610612751,Ben Simmons,208.3
1630250,Marko,Simonovic,1999-10-15,7-0,220,19,Center,1610612741,Marko Simonovic,213.4
1629014,Anfernee,Simons,1999-06-08,6-3,181,1,Guard,1610612757,Anfernee Simons,190.5
1630579,Jericho,Sims,1998-10-02,6-10,250,45,Center,1610612752,Jericho Sims,208.3
203935,Marcus,Smart,1994-03-06,6-4,220,36,Guard,1610612763,Marcus Smart,193.0
1630188,Jalen,Smith,2000-03-16,6-9,215,25,Forward-Center,1610612754,Jalen Smith,205.7
1628372,Dennis,Smith Jr.,1997-11-25,6-2,205,8,Guard,1610612766,Dennis Smith Jr.,188.0
1631095,Jabari,Smith Jr.,2003-05-13,6-11,220,1,Forward,1610612745,Jabari Smith Jr.,210.8
1630270,Xavier,Sneed,1997-12-21,6-5,215,19,Forward,1610612766,Xavier Sneed,195.6
1631110,Jeremy,Sochan,2003-05-02,6-8,230,10,Forward,1610612759,Jeremy Sochan,203.2
1630531,Jaden,Springer,2002-09-25,6-4,202,11,Guard,1610612755,Jaden Springer,193.0
1630205,Lamar,Stevens,1997-07-09,6-6,230,8,Forward,1610612739,Lamar Stevens,198.1
1630191,Isaiah,Stewart,2001-05-22,6-8,250,28,Forward-Center,1610612765,Isaiah Stewart,203.2
1629622,Max,Strus,1996-03-28,6-5,215,31,Guard-Forward,1610612748,Max Strus,195.6
1630591,Jalen,Suggs,2001-06-03,6-5,205,4,Guard,1610612753,Jalen Suggs,195.6
1628410,Edmond,Sumner,1995-12-31,6-4,196,4,Guard,1610612751,Edmond Sumner,193.0
1631306,Cole,Swider,1999-05-08,6-9,220,20,Forward,1610612747,Cole Swider,205.7
1630256,Jae'Sean,Tate,1995-10-28,6-5,230,8,Forward,1610612745,Jae'Sean Tate,195.6
1628369,Jayson,Tatum,1998-03-03,6-8,210,0,Forward-Guard,1610612738,Jayson Tatum,203.2
1630678,Terry,Taylor,1999-09-23,6-4,230,32,Forward,1610612741,Terry Taylor,193.0
202066,Garrett,Temple,1986-05-08,6-6,195,41,Guard-Forward,1610612740,Garrett Temple,198.1
1631207,Dalen,Terry,2002-07-12,6-7,195,25,Forward,1610612741,Dalen Terry,200.7
1628464,Daniel,Theis,1992-04-04,6-8,245,27,Forward-Center,1610612754,Daniel Theis,203.2
1630560,Cam,Thomas,2001-10-13,6-3,210,24,Guard,1610612751,Cam Thomas,190.5
202691,Klay,Thompson,1990-02-08,6-6,220,11,Guard,1610612744,Klay Thompson,198.1
202684,Tristan,Thompson,1991-03-13,6-9,254,9,Center-Forward,1610612747,Tristan Thompson,205.7
1630550,JT,Thor,2002-08-26,6-9,203,21,Forward,1610612766,JT Thor,205.7
1629680,Matisse,Thybulle,1997-03-04,6-5,201,4,Guard-Forward,1610612757,Matisse Thybulle,195.6
1630214,Xavier,Tillman,1999-01-12,6-7,245,2,Forward,1610612763,Xavier Tillman,200.7
1630225,Isaiah,Todd,2001-10-17,6-9,219,14,Forward,1610612756,Isaiah Todd,205.7
1630167,Obi,Toppin,1998-03-04,6-9,220,1,Forward,1610612752,Obi Toppin,205.7
1629308,Juan,Toscano-Anderson,1993-04-01,6-6,209,95,Forward,1610612762,Juan Toscano-Anderson,198.1
1626157,Karl-Anthony,Towns,1995-11-15,7-0,248,32,Center-Forward,1610612750,Karl-Anthony Towns,213.4
200782,P.J.,Tucker,1985-05-05,6-5,245,17,Forward,1610612755,P.J. Tucker,195.6
1626167,Myles,Turner,1996-03-24,6-11,250,33,Center-Forward,1610612754,Myles Turner,210.8
202685,Jonas,Valanciunas,1992-05-06,6-11,265,17,Center,1610612740,Jonas Valanciunas,210.8
1629020,Jarred,Vanderbilt,1999-04-03,6-8,214,2,Forward,1610612747,Jarred Vanderbilt,203.2
1629216,Gabe,Vincent,1996-06-14,6-2,200,2,Guard,1610612748,Gabe Vincent,188.0
202696,Nikola,Vucevic,1990-10-24,6-10,260,9,Center,1610612741,Nikola Vucevic,208.3
1629731,Dean,Wade,1996-11-02,6-9,228,32,Forward-Center,1610612739,Dean Wade,205.7
1630688,Ish,Wainright,1994-09-12,6-5,250,12,Forward,1610612756,Ish Wainright,195.6
1629022,Lonnie,Walker IV,1998-12-14,6-4,204,4,Guard-Forward,1610612747,Lonnie Walker IV,193.0
203933,T.J.,Warren,1993-09-05,6-8,220,21,Forward,1610612756,T.J. Warren,203.2
1630613,Duane,Washington Jr.,2000-03-24,6-2,197,4,Guard,1610612752,Duane Washington Jr.,188.0
1631102,TyTy,Washington Jr.,2001-11-15,6-3,195,0,Guard,1610612745,TyTy Washington Jr.,190.5
1630322,Lindy,Waters III,1997-07-28,6-6,210,12,Forward,1610612760,Lindy Waters III,198.1
1631212,Peyton,Watson,2002-09-11,6-7,200,8,Guard,1610612743,Peyton Watson,200.7
1631104,Blake,Wesley,2003-03-16,6-4,185,14,Guard,1610612759,Blake Wesley,193.0
1629632,Coby,White,2000-02-16,6-5,195,0,Guard,1610612741,Coby White,195.6
1628401,Derrick,White,1994-07-02,6-4,190,9,Guard,1610612738,Derrick White,193.0
1631298,Jack,White,1997-08-05,6-7,225,10,Forward,1610612743,Jack White,200.7
1630580,Joe,Wieskamp,1999-08-23,6-6,205,11,Guard-Forward,1610612761,Joe Wieskamp,198.1
1630598,Aaron,Wiggins,1999-01-02,6-5,190,21,Guard,1610612760,Aaron Wiggins,195.6
203952,Andrew,Wiggins,1995-02-23,6-7,197,22,Forward,1610612744,Andrew Wiggins,200.7
1629623,Lindell,Wigginton,1998-03-28,6-1,189,28,Guard,1610612749,Lindell Wigginton,185.4
1629684,Grant,Williams,1998-11-03,6-6,236,12,Forward,1610612738,Grant Williams,198.1
1631114,Jalen,Williams,2001-04-14,6-5,211,8,Guard-Forward,1610612760,Jalen Williams,195.6
1631109,Mark,Williams,2001-12-16,7-0,240,5,Center,1610612766,Mark Williams,213.4
1630172,Patrick,Williams,2001-08-26,6-7,215,44,Forward,1610612741,Patrick Williams,200.7
1630533,Ziaire,Williams,2001-09-12,6-9,185,8,Forward,1610612763,Ziaire Williams,205.7
1629057,Robert,Williams III,1997-10-17,6-9,237,44,Center-Forward,1610612738,Robert Williams III,205.7
1631246,Vince,Williams Jr.,2000-08-03,6-4,205,5,Guard,1610612763,Vince Williams Jr.,193.0
1629627,Zion,Williamson,2000-07-06,6-6,284,1,Forward,1610612740,Zion Williamson,198.1
1629685,Dylan,Windler,1996-09-22,6-7,196,9,Guard-Forward,1610612739,Dylan Windler,200.7
1626159,Justise,Winslow,1996-03-26,6-6,222,26,Forward-Guard,1610612757,Justise Winslow,198.1
1630164,James,Wiseman,2001-03-31,7-0,240,13,Center,1610612765,James Wiseman,213.4
1626174,Christian,Wood,1995-09-27,6-9,214,35,Forward,1610612742,Christian Wood,205.7
1626153,Delon,Wright,1992-04-26,6-5,185,55,Guard,1610612764,Delon Wright,195.6
1630593,McKinley,Wright IV,1998-10-25,5-11,192,23,Guard,1610612742,McKinley Wright IV,180.3
1628221,Gabe,York,1993-08-02,6-3,190,32,Guard,1610612754,Gabe York,190.5
201152,Thaddeus,Young,1988-06-21,6-8,235,21,Forward,1610612761,Thaddeus Young,203.2
1629027,Trae,Young,1998-09-19,6-1,164,11,Guard,1610612737,Trae Young,185.4
1630209,Omer,Yurtseven,1998-06-19,6-11,275,77,Center,1610612748,Omer Yurtseven,210.8
203469,Cody,Zeller,1992-10-05,6-11,240,44,Forward-Center,1610612748,Cody Zeller,210.8
1627826,Ivica,Zubac,1997-03-18,7-0,240,40,Center,1610612746,Ivica Zubac,213.4
